NUMTAR;DOCFEC;DOCSER;DOCNUM;DESTAR;IMPOBRA;IMPMAT
01;20/09/2011;24;000361;PRESUPUESTO POTENCIOMETRO;0;142,56
01;20/09/2011;21;000266;PRESUPUESTO FILTRO ORIGINAL;0;265,7
01;20/09/2011;21;000267;PRESUPUESTO FILTROS ORIGINALES;0;99,69
01;20/09/2011;21;000268;PRESUPUESTO MATERIAL ORIGINAL VOLVO;0;124,56
01;20/09/2011;21;000269;PRESUPUESTO MAT ORIGINAL;0;212,56
01;20/09/2011;21;000270;PRESUPUESTO FILTROS ORIGINALES;0;130,07
01;20/09/2011;21;000271;PRESUPUESTO MATERIAL ALTERNATIVO;0;142,17
01;20/09/2011;21;000272;PRESUPUESTO MATERIAL ALTERNATIVO;0;52,19
01;20/09/2011;21;000273;PRESUPUESTO FILTROS ALTERNATIVOS;0;57,75
01;20/09/2011;21;000274;PRESUPUESTO FILTRO ALTERNATIVO;0;79,28
01;20/09/2011;21;000275;PRESUPUESTO FILTROS ALTERNATIVOS;0;66,61
01;21/09/2011;24;000362;BISAGRAS;0;723,89
01;21/09/2011;24;000363;KIT EMPAQUETADURA VOLTEO;0;1373,22
01;21/09/2011;21;000276;MATERIAL ARTICULACION DUMPER VOLVO;1350;0
01;21/09/2011;21;000277;MATERIAL SUSPENCION DELANTERA DERECHA;0;1940,94
01;21/09/2011;24;000364;CRISTALES;120;1123,7
01;21/09/2011;21;000278;REPARACION DE TRANSMISION;1950;0
01;22/09/2011;24;000365;RETEN Y JUNTA TORICA;0;200,44
01;22/09/2011;24;000366;TUERCA;0;0,66
01;22/09/2011;24;000367;RADIADOR;0;4762,82
01;22/09/2011;21;000279;MONTAJE DE CRISTAL;180;279,4
01;23/09/2011;21;000280;MATERIAL ORIGINAL CAT;0;1966,45
01;23/09/2011;24;000368;ENGANCHE RAPIDO;0;71,65
01;20/09/2011;21;000281;MATERIAL FUERA DE PRESUPUESTO;0;484,43
01;23/09/2011;21;000282;MATERIAL, CONVERTIDOR Y ENFRIADOR DE TRANSMISION;0;6241,8
01;21/09/2011;21;000283;SUSTITUCION PUERTA IZQUIERDA COMPLETA;90;1688,13
01;26/09/2011;21;000284;MATERIAL ELECTRICO;0;1578,79
01;27/09/2011;21;000285;MATERIAL TURBO ORIGINAL INTERCAMBIO;0;1962,79
01;27/09/2011;21;000286;MATERIAL TURBO ORIGINAL INTERCAMBIO;0;1901,28
01;28/09/2011;24;000369;VALVULA DE FRENO;0;2853,18
01;28/09/2011;21;000287;MATERIAL VOLVO TRANSMISION;0;2277,01
01;28/09/2011;21;000288;DIAGNOSTICAR FALLO DE MAQUINA -PMCLINIC-;290;0
01;28/09/2011;21;000289;REVISION DE MOTOR;173;0
01;29/09/2011;24;000370;CUCHILLAS;0;5981,58
01;29/09/2011;24;000371;BOMBIN DE GASOIL;0;314,82
01;29/09/2011;21;000290;REPARACION DE SALIDEROS ACEITE POR BOMBA DIRECCION Y CAJA VALVULA TRANSMISION;840;92,59
02;29/09/2011;21;000290;REPARACION DE BOMBA DIRECCION EN TALLER;120;97,95
01;29/09/2011;24;000372;EMPAQUETADURAS Y CASQUILLOS;0;1893,4
01;29/09/2011;21;000291;CONSTRUCCION DE VASTAGO VOLTEO Y KIT EMPAQUETADURAS;0;1008,81
01;29/09/2011;21;000292;CONSTRUCCION DE VASTAGO VOLTEO Y KIT EMPAQUETADURAS;0;964,61
01;30/09/2011;24;000373;CONECTOR Y JUNTA;0;27,68
01;03/10/2011;21;000293;MATERIAL ELECTRICO;0;3288,88
01;03/10/2011;23;000008;RETENES , BULON, ETC;0;2235,17
01;03/10/2011;21;000294;MATERIAL ELECTRICO MODULO;203;1650,25
01;03/10/2011;24;000374;BULON, CASQUILLO , RETENES;0;500,65
01;03/10/2011;21;000295;PRESUPUESTO MATERIAL ORIGINAL;0;358,24
01;04/10/2011;21;000296;MATERIAL BOMBA DE AGUA ORIGINAL VOLVO;0;656,58
01;04/10/2011;24;000375;CAMISA BOTELLA VOLTEO;0;8178,57
01;04/10/2011;24;000376;CULATA, RADIADOR CALEFACCION, VENTILADOR, ETC...;0;2804
01;04/10/2011;21;000297;REALIZAR DIAGNOSIS DE MAQUINA;255;0
01;06/10/2011;21;000298;MATERIAL ORIGINAL CATERPILLA;0;63,56
01;06/10/2011;21;000299;REPARACION GAFAS DE CADENA ;654;0
01;06/10/2011;21;000300;MATERIALES;0;3208,98
01;07/10/2011;21;000301;REPACION DE INYECTORES ;431;3117,8
01;07/10/2011;24;000377;TRANSMISION;0;45808,25
01;10/10/2011;21;000302;REPARAR INSTALACION DEFECTUOSA DE LUCES GENERAL;480;85
01;10/10/2011;21;000303;REPARACION DE BOMBA Y MATERIALES;1488;0
01;10/10/2011;21;000304;REPARACION DE BOTELLA DIRECCION;437;0
02;10/10/2011;21;000304;REPARACION EN TALLER;460,5;0
01;13/10/2011;24;000378;SUSTITUCION DE MATERIAL 4 CUBOS DE LAS RUEDAS;1200;0
01;13/10/2011;21;000305;REPARACION DE LLAVE DE IMPACTO;0;396,35
01;13/10/2011;24;000379;TRANSLADO DE MAQUINA;0;600
01;14/10/2011;21;000306;MATERIAL BOMBA INYECCION;0;3263,48
01;14/10/2011;21;000307;MATERIAL HIDRAULICO;0;429
01;17/10/2011;24;000380;SUSTITUCION DE MATERIAL 1 CUBO REDUCTOR TRASERO;300;0
01;17/10/2011;24;000381;SUSTITUCION DE MATERIAL 1 CUBO DELANTERO DE LA RUEDA;300;1694,66
01;17/10/2011;24;000382;CORREA ALTERNADOR;0;105,25
01;17/10/2011;24;000383;CORREAS Y JUNTAS;0;227,7
01;17/10/2011;24;000384;EMPAQUETADURA TENSOR CADENA;0;245,02
01;18/10/2011;21;000308;MATERIAL ORIGINAL VOLVO ENFRIADORES TRANSMISION Y MOTOR;0;4150,5
01;18/10/2011;24;000385;EMPAQUETADURA BOTELLA TENSORA CADENA;0;245,02
01;18/10/2011;21;000309;REPARACION REDUCTOR TRASERO IZQUIERDO;240;3206,51
01;18/10/2011;21;000310;REVISION DE GRUPO ELECTROGENO;377,98;0
01;18/10/2011;21;000311;REPARACION DE REDUCTOR TRASERO IZQUIERDO;240;2892,21
01;19/10/2011;24;000386;VALVULA;0;976,15
01;19/10/2011;21;000312;MATERIAL FALTA PRESUPUESTO ;0;1158,29
01;20/10/2011;21;000313;SUSTITUCION DE BOMBA HIDRAULICA;418;0
01;21/10/2011;21;000314;PRESUPUESTO VALVULA 3º FUNCION;0;4910,47
01;21/10/2011;21;000315;REPARACION DE ARTICULACION CENTRAL;1350;714,53
01;21/10/2011;24;000387;MATERIAL PARA CAT 3208;0;3319,92
01;24/10/2011;21;000316;MATERIALES;0;3275,57
01;25/10/2011;24;000388;FILTROS;0;661,45
01;26/10/2011;21;000318;REPARACION DE BOMBA IMPLEMENTO EN TALLER;240;479,72
01;27/10/2011;21;000319;PRESUPUESTO MATERIAL OEM;0;31,37
01;27/10/2011;24;000389;CUBO  DE LA RUEDA;0;2003,54
01;28/10/2011;24;000390;ANILLO;0;289,58
01;28/10/2011;21;000320;MATERIAL DE BOMBA IMPLEMENTO ;0;624,2
01;28/10/2011;21;000321;MATERIAL BOMBA INYECCION;0;4755,98
01;01/11/2011;21;000322;PRESUPUESTO MATERIAL ORIGINAL CAT;0;1900,44
01;01/11/2011;21;000323;REFRIGERANTE ORIG 50 %;0;210
01;02/11/2011;21;000324;CAMISADO BLOQUE MOTOR SOBRE MEDIDA;0;977,16
01;02/11/2011;21;000325;SACAR MOTOR DE MAQUINA Y COLOCACION;1200;360
02;02/11/2011;21;000325;REPARACION DE MOTOR EN TALLER;2550;8145,33
01;02/11/2011;21;000326;PRESUPUESTO MATERIAL ORIGINAL CATERPILLAR;0;1193,66
01;02/11/2011;21;000327;REPARACION DE MOTOR EN TALLER;3600;8145,33
02;02/11/2011;21;000327;TRANSPORTE GONDOLA;0;500
01;03/11/2011;24;000391;TANQUE GASOIL Y TAPADERA TRASERA;0;6163,62
01;03/11/2011;24;000392;MATERIAL BOMBA AGUA;0;1023,36
01;03/11/2011;21;000328;COLOCACION DE PARABRISAS DELANTERO;96;395,26
01;26/10/2011;21;000317;MATERIAL VOLVO ORIGINAL;0;714,71
01;04/11/2011;24;000393;KIT EMPAQ. ELEVACION;0;1138,37
01;04/11/2011;24;000394;RETROVISOR Y FAROS DE TRABAJO;0;188,6
01;07/11/2011;21;000329;MATERIAL KOMATSU VALVULAS SOLENOIDES;0;3153,56
01;08/11/2011;21;000330;REVISION FUNCIONAMIENTO MARCHA ATRAS;175;0
01;08/11/2011;24;000395;CENTRAL ENGRASE AUTOMATICA;0;2981,4
01;09/11/2011;24;000396;CONSOLA, INDICADOR, FILTROS;0;556,88
01;10/11/2011;21;000331;REPRACION DE INVERSOR VELOCIDAES;207;638,71
01;10/11/2011;21;000332;REVISION FALLO DE ARRANQUE;240;3237,2
01;10/11/2011;24;000397;SOLENOIDE;0;963,87
01;10/11/2011;24;000398;ACUMULADORES Y RETROVISOR;0;1025,14
01;11/11/2011;21;000333;MATERIAL VOLVO;120;394,62
01;11/11/2011;21;000334;MATERIAL KOMATSU;0;6102,81
01;11/11/2011;21;000335;MATERIAL FUERA PRESUPUESTO;0;1413,1
01;12/11/2011;21;000336;PRESUPUESTO MATERIAL ORIGINAL CATERPILLAR;0;841,47
01;14/11/2011;21;000337;MATERIAL CAT ;0;668,16
01;14/11/2011;21;000338;PRESUPUESTO REFRIGERANTE CAT;0;314
01;15/11/2011;24;000399;SENSOR PRESION DIRECCION;0;691,77
01;15/11/2011;24;000400;RODAJE;0;15268,72
01;15/11/2011;21;000339;TURBO COMPLETO NO ORIGINAL;0;1800
01;16/11/2011;21;000340;MATERIAL FUNDA ASIENTO PARA MAQUINAS;0;75
01;16/11/2011;24;000401;CRISTAL;0;49,8
01;16/11/2011;21;000341;PRESUPUESTO MATERIAL CATERPILLAR ORIGINAL;0;2352,79
01;16/11/2011;21;000342;MATERIAL RODAJE;0;1144,82
01;17/11/2011;21;000343;REPARACION PASTILLA FRENO MANO;90;55,7
01;17/11/2011;21;000344;REPARACION MOTOR DE GIRO EN TALLER;180;236,12
01;17/11/2011;21;000345;Presupuesto revision y reglaje valvulas.;265;49,3
01;30/11/2011;24;000402;FILTRO RETORNO;0;47,24
01;21/11/2011;21;000346;REVISION ARRANQUE DE MAQUINA;510;110,3
01;22/11/2011;23;000009;MATERIAL ;0;621,1
01;22/11/2011;24;000403;TERMOSTATO E INTERRUPTORES LUCES TRABAJO;0;101,3
01;23/11/2011;24;000404;RUEDAS DOBLES;0;5940
01;24/11/2011;21;000347;PRESUPUESTO ASIENTO TELA;0;570
01;24/11/2011;21;000348;PRESUPUESTO ASIENTO ESCAY ;0;317
01;25/11/2011;21;000349;PRESUPUESTO ASIENTO TELA;0;370,15
01;24/11/2011;21;000350;SACAR Y COLOCACION DE MOTOR EN MAQUINA;1050;0
01;25/11/2011;21;000351;PRESUPUESTO MATERIAL ORIGINAL CATERPILLAR;0;890,32
01;25/11/2011;24;000405;RODAJE PARA D65EX-15;0;19177,16
01;25/11/2011;24;000406;MATERIAL;0;300,8
01;25/11/2011;21;000352;MATERIAL EJE DELANTERO ORIGINAL KOMATSU;0;17732,82
01;28/11/2011;21;000353;MATERIAL ORIGINAL KOMATSU;0;3946,15
01;28/11/2011;21;000354;MATERIAL KOMATSU NO ORIGINAL ;0;1157,95
01;28/11/2011;21;000355;MATERIAL KOMATSU NO ORIGINAL;0;575,75
01;28/11/2011;24;000407;BULONES, CASQUILLOS RETENES, ETC...;0;3174,98
01;28/11/2011;21;000356;REPARACION BOTELLA ELEVACION;464;205,94
01;28/11/2011;21;000357;REPARACION BOTELLA ELEVACION;348;0
01;28/11/2011;24;000408;PIEZAS MANDO FINAL;0;12808
01;30/11/2011;24;000409;CIGUEÑAL, CAMISA PISTONES, ETC...;0;1990,9
01;30/11/2011;24;000410;BOMBA AGUA;0;425,25
01;30/11/2011;21;000358;REPARACION DE MOTOR;1200;0
02;30/11/2011;21;000358;REPARACION DE MOTOR EN TALLER;1950;6462,75
01;01/12/2011;21;000359;REPARACION DE MOTOR;1050;279,86
02;01/12/2011;21;000359;REPARACION DE MOTOR EN TALLER;1950;3751,55
01;01/12/2011;24;000411;PISTONES, CASQUILLOS, KIT DE JUNTAS, ETC...;0;1976,62
01;02/12/2011;21;000360;MATERIAL FUERA DE PRESUPUESTO;0;2397,37
02;02/12/2011;21;000360;MATERIAL CONVERTIDOR;0;1968,72
01;02/12/2011;24;000412;KIT JUNTAS;0;198,29
01;05/12/2011;24;000413;KIT DE JUNTAS Y SEGMENTOS;0;835,22
01;05/12/2011;21;000361;PRESUPUESTO FILTROS HIDRAULICO;0;73,71
01;12/12/2011;23;000010;POLEA TENSOR ALTERNADOR;0;88,4
01;12/12/2011;24;000414;BOMBA INYECTORA, BOMBIN, ETC....;0;1092,07
01;12/12/2011;21;000362;MATERIAL VOLVO ORIGINAL;1050;5728,73
01;12/12/2011;21;000363;MATERIAL TURBO;0;774,74
01;13/12/2011;21;000364;PRESUPUESTO VALVULAS;0;309,48
01;14/12/2011;21;000365;REPARACION CENTRAL ENGRASE;60;0
01;14/12/2011;24;000415;CAMISA, PISTONES, SEGMENTOS, ETC...;0;2784,48
01;14/12/2011;24;000416;MODULO CONTROL;0;3769,24
01;14/12/2011;24;000417;MODULO CONTROL INTERCAMBIO;0;2754,18
01;15/12/2011;21;000366;REPRACION DE AIRE ACONDICIONADO;90;0
01;16/12/2011;24;000418;JUNTAS JOSTIK;0;106,04
01;16/12/2011;21;000367;LIMPIEZA Y REPRACION MODULOS RADIADOR Y CARCASAS;0;458,8
01;19/12/2011;21;000368;PRESUPUESTO MATERIAL ORIGINAL CATERPILLAR;0;725,48
01;19/12/2011;24;000419;VALVULA;0;136
01;19/12/2011;24;000420;JUNTAS JOSTIK;0;190,51
01;19/12/2011;21;000369;REPARACION DE CASQUILLOS RETRO;180;416,93
01;20/12/2011;24;000421;KIT EMPAQUETADURA BALANCIN;0;2201,09
01;20/12/2011;21;000370;PRESUPUESTO BASCULA CON IMPRESORA;0;3650
01;21/12/2011;24;000422;TURBO;0;847,5
01;21/12/2011;24;000423;TAPA Y KIT DE EMPAQ.;0;426,39
01;22/12/2011;21;000371;REPARACION DE MOTOR LIMPIAPARABRISAS;202;0
01;23/12/2011;21;000372;REPARACION FALLO SENSOR Y CABLEADO ;90;295,9
01;23/12/2011;21;000373;PRESUPUESTO MAT. BOBCAT;0;307,88
01;27/12/2011;24;000424;PALIER;0;496,4
01;27/12/2011;24;000425;SOLENOIDE DEL PEDAL DE FRENO;0;133,61
01;27/12/2011;24;000426;BASTAGO, KIT EMPAQ. ETC....;0;5289,36
01;28/12/2011;24;000427;RETENES, PASADORES, RODAMIENTOS;0;796,33
01;28/12/2011;24;000428;BULON, CASQUILLOS, ETC...;0;563,31
01;29/12/2011;24;000429;ENGANCHE, CRUCETA, ETC...;0;338,34
01;29/12/2011;21;000374;REPARACION DE TENSOR CADENA EN TALLER;210;244,17
02;29/12/2011;21;000374;MONTAJE DE TENSOR EN MAQUINA;240;0
01;30/12/2011;24;000430;INYECTORES INTERCAMBIO;0;3866,88
01;30/12/2011;24;000431;RETAINER DEL JOSTIK;0;6,95
01;03/01/2012;34;000001;BOMBA  AGUA Y JUNTAS;0;142,7
01;04/01/2012;34;000002;CORONA ;0;8930,21
01;04/01/2012;34;000003;GUIAS DE LA PLUMA;0;452,02
01;05/01/2012;34;000004;PISTONES, CASQUILLOS, ETC...;0;3555,53
01;09/01/2012;34;000005;GUIAS DEL EXTENSOR DE LA PLUMA;0;226,01
01;11/01/2012;34;000006;TUBO, TORNILLOS Y ABRAZADERA;0;284,04
01;11/01/2012;31;000001;PRESUPUESTO FILTROS.;0;409,66
01;11/01/2012;34;000007;CRUCETA;0;70,77
01;11/01/2012;34;000008;NEUMATICOS, MONTAJE Y RECICLADO;0;7232
01;11/01/2012;34;000009;MATERIAL MOTOR 21322976;0;545,94
01;12/01/2012;34;000010;CULATA;0;5537,65
01;12/01/2012;34;000011;NIVEL GASOIL E HIDRAULICO;0;119,75
01;13/01/2012;34;000012;TUBO;0;60,11
01;11/01/2012;31;000002;REPARACION DE MARTILLO;450;350,99
01;11/01/2012;31;000003;REPARACION DE BULON PARTE BAJA BOTELLA ELEVACION;150;125,48
02;11/01/2012;31;000003;REPARACION RETEN TRASERO CARDAN;90;30,6
01;12/01/2012;31;000004;PRESUPUESTO MATERIAL;0;375
01;12/01/2012;31;000005;PRESUPUESTO MATERIAL;0;570
01;16/01/2012;34;000013;RODILLOS INFERIORES;0;656
01;17/01/2012;31;000006;PRESUPUESTO VALVULA CONTROL;0;6925,43
01;17/01/2012;31;000007;Presupuesto acumuladores y bulon
;0;1357,5
01;18/01/2012;31;000008;PRESUPUESTO MATERIAL ORIGNAL CAT;0;158,12
01;18/01/2012;31;000009;PRESUPUESTO REFRIGERANTE CAT - SIDASA;0;283,5
01;18/01/2012;31;000010;PRESUPUESTO MATERIAL ORIGINAL CATERPILLAR;0;278
01;18/01/2012;31;000011;PRESUPUESTO REFRIGERANTE CATERPILLAR;0;1625
01;18/01/2012;31;000012;PRESUPUESTO REFRIGERANTE CATERPILLAR;0;0
01;18/01/2012;31;000013;PRESUPUESTO REFRIGERANTE CATERPILLAR;0;47,25
01;19/01/2012;31;000014;PRESUPUESTO MATERIAL ORIGINAL CATERPILLAR;0;285,24
01;19/01/2012;34;000014;SENSOR PRESION ACEITE;0;183
01;19/01/2012;34;000015;CAMISAS, PISTONES, ETC...;0;624,74
01;20/01/2012;31;000015;PRESUPUESTO DIAGNOSIS;96;0
01;20/01/2012;34;000016;HROMETRO;0;106,2
01;20/01/2012;31;000016;REPARACION DE BOMBA E INYECTORES;480;0
01;20/01/2012;31;000017;REPARACION PARTE BAJA DE MOTOR;2720;16361,52
01;23/01/2012;31;000018;PRESUPUESTO SUBCUCHILLA MIXTA JOHN DEERE;0;242,85
01;23/01/2012;31;000019;BOMBA HIDRAULICA DE INTERCAMBIO;0;3998,75
01;23/01/2012;34;000017;CRISTAL DELANTERO + JUNTAS;90;241,75
01;23/01/2012;31;000020;PRESUPUESTO BOMBA AQUATEC;0;640
01;24/01/2012;34;000018;TAPON RADIADOR;0;114,9
01;25/01/2012;31;000021;DIAGNOSIS AVERIA AMORTIGUACION DE PALA ;120;0
01;25/01/2012;34;000019;PISTONES, CAMISAS, TEC;0;2968,73
01;25/01/2012;34;000020;CAMISA, PISTONES , CASQUILLOS, ETC...;0;1626,03
01;25/01/2012;31;000022;PRESUPUESTO MATERIAL;0;191,96
01;26/01/2012;31;000023;REPARACION DE TURBO;0;1655,38
01;26/01/2012;31;000024;PRESUPUESTO CUMMINS;0;917,71
01;26/01/2012;34;000021;CAMISA, PISTONES, CASQUILLOS,ETC...;0;4017,95
01;26/01/2012;31;000025;PRESUPUESTO MATERIAL CATERPILLAR ;0;69,55
01;27/01/2012;34;000022;BULONES, CASQUILLOS, ETC...;0;1746,6
02;20/01/2012;31;000017;MANTENIMIENTO 500 HORAS SEGUN OFERTA;0;600,96
01;27/01/2012;34;000023;TURBO;0;5555,78
01;27/01/2012;31;000026;REPARACION DE BOMBAS HIDRAULICAS;864;0
02;27/01/2012;31;000026;REPARACION DE BOMBAS EN TALLER;320;1581,79
01;27/01/2012;34;000024;KIT EMPAQ. BOTELLA BALANCIN;0;466,05
01;30/01/2012;34;000025;JUNTAS, RETENES Y TUBO;0;214,72
01;30/01/2012;31;000027;REVISION FALLO ELECTRICO;213;0
01;30/01/2012;31;000028;PRESUPUESTO MATERIAL BOMBA;0;3721,05
01;30/01/2012;31;000029;PRESUPUESTO BOMBA;0;12936,75
01;30/01/2012;31;000030;REPARACION BOMBA HIDRAULICA EN TALLER;285;3526,82
01;31/01/2012;34;000026;CRISTAL DELANTERO;0;322,81
01;31/01/2012;34;000027;JUNTA CULATA , TORNILLOS;0;1315,26
01;31/01/2012;34;000028;RODILLOS PARA BARREDORA PIQUERSA;0;493,06
01;31/01/2012;34;000029;motor;0;2097,09
01;31/01/2012;31;000031;PRESUPUESTO MATERIAL;120;641,64
01;31/01/2012;31;000032;PRESUPUESTO MONTAJE CRISTAL FRONTAL;90;371,75
01;31/01/2012;34;000030;TORICAS;0;10,42
01;01/02/2012;34;000031;ACEITE Y RELE;0;186,45
01;03/02/2012;31;000033;PRESUPUESTO MATERIAL;0;215,2
01;02/02/2012;34;000032;JUNTA RADIADOR;0;130,14
01;06/02/2012;31;000034;PRESUPUESTO MATERIAL BOBCAT;0;38,64
01;07/02/2012;31;000035;PRESUPUESTO CAMBIO 2000 Y SUSTITUCION  CORREAS;0;1814,4
01;08/02/2012;34;000033;BULON;0;144,5
01;08/02/2012;34;000034;CRISTAL PUERTA IZQUIERDA;128;469,4
01;08/02/2012;31;000036;MATERIAL ORIGINAL VOLVO;0;118,62
01;08/02/2012;31;000037;REPARACION DE TRANSMISION;1200;9051,32
01;08/02/2012;31;000038;rodamiento;0;3235,43
01;08/02/2012;31;000039;REPARACIO TRANSMISION;1950;10291,99
01;09/02/2012;31;000040;PRESUPUESTO CAMBIO 2000 SIN HID. NI GRUPOS;0;1714,1
01;09/02/2012;34;000035;CERRADURA PUERTA IZQ.;0;95,58
01;09/02/2012;31;000041;PRESUPUESTO INTERMABIADOR;0;1591,3
01;13/02/2012;34;000036;ACUMULADORES;0;595,56
01;13/02/2012;31;000042;SUSTITUCION DE I-ECU;120;2417,39
01;13/02/2012;31;000043;PRESUPUESTOS MATERIAL CATERPILLAR;0;6666,24
01;13/02/2012;34;000037;JUNTA DEL FILTRO DE AIRE;0;41,61
01;13/02/2012;31;000044;REPARACION DE BOMBA HIDRAULICA EN TALLER;120;827,64
01;13/02/2012;31;000045;MATERIAL BOMBI ALIMENTADOR;0;78,33
01;14/02/2012;34;000038;SOPORTE ALTERNADOR;0;242,11
01;14/02/2012;31;000046;PRESUPUESTO DIAGNOSIS AVERIA PC450-6;160;0
01;14/02/2012;31;000047;MATERIAL CAJA TRANSFE TRASERA BOMBAS;0;1989,19
01;14/02/2012;31;000048;REPARACION DE RADIADOR;0;85
01;15/02/2012;31;000049;PRESUPUESTO;0;10,9
01;15/02/2012;34;000039;CASQUILLOS, RETENES Y CRISTAL;0;192,01
01;15/02/2012;31;000050;PRESUPUESTO MATERIAL MOTOR 3412;0;11378,25
01;15/02/2012;31;000051;SUSTITUCION DE CADENAS DE PROTECCION DE NEUMATICOS;2200;0
01;15/02/2012;31;000052;DEMONTAR RADIADOR Y  VENTILADOR PARA SU REPARACION;1044;0
01;16/02/2012;34;000040;FARO, CERRADURA, ETC...;0;238,81
01;16/02/2012;34;000041;BASTAGO Y KIT EMPAQUETADURA;0;826,5
01;16/02/2012;31;000053;DESMONTAR CABINA, BOMBAS HIDRAULICAS;960;0
02;16/02/2012;31;000053;DESMONTAR RADIADOR, VENTILADOR, MOTOR VENTILADOR Y RADIADORES ACEITE HIDRAULICO;420;0
03;16/02/2012;31;000053;DESMONTAR ELEVADOR DE CAPO;120;0
04;16/02/2012;31;000053;REPARACION DE RADIADOR COLOCACION DE MODULOS;450;0
05;16/02/2012;31;000053;REPARACION DE BOMBAS HIDRAULICAS MOTOR VENTILADOR;270;0
01;16/02/2012;34;000042;FILTRO HIDRAULICO.;0;385,92
06;16/02/2012;31;000053;REVISION ELECTRICIDAD RELOJES SENSORES TEMPERATURA HIDRAULICA;150;0
01;17/02/2012;31;000054;PRESUPUESTO MATERIAL 3412;0;1742,73
01;17/02/2012;31;000055;LIMPIEZA DE DEPOSITO GASOIL Y TUBERIAS DE CIRCUITO;384;0
01;17/02/2012;31;000056;Desplazamiento a planta de Cordoba para sustitución de silencioso.;192;1078,02
01;17/02/2012;31;000057;Reparacion martillo con lijado de piston;1696;8830,87
01;22/02/2012;34;000043;CASQUILLOS Y RETENES PUNTA CAZO;0;633,5
01;21/02/2012;31;000058;REPARACION DE CAJA VALVULA;240;3985,95
02;15/02/2012;31;000052;REPARACION DE RADIADOR Y VENTILADOR EN TALLER;725;0
01;23/02/2012;31;000059;MONTAJE DE TURBO NUEVO;1292,25;0
01;24/02/2012;34;000044;RUEDA CAVILLA;0;704,72
01;24/02/2012;31;000060;REPARACION MOTOR IMPLEMENTOS;180;2194,7
01;24/02/2012;34;000045;TENSOR;0;2304,43
01;01/03/2012;31;000061;PRESUPUESTO REPARACION ELECTRICISTA Y MECANICO;416;249
01;01/03/2012;31;000062;REPARACION DE TRANSMISION EN TALLER;3300;6152,26
01;01/03/2012;31;000063;MATERIAL VOLVO;0;6025,08
01;01/03/2012;31;000064;MATERIAL ELECTRICO;0;920,56
01;02/03/2012;34;000046;NIVEL ACEITE HIDRAULICO;0;65,93
01;02/03/2012;34;000047;TORNILLOS;0;82,87
01;02/03/2012;31;000065;EQUIPO MOTOR, JUNTAS, VALVULAS , ETC...;0;2344,83
01;05/03/2012;34;000048;BOMBA INYECTORA E INYECTORES;0;2785,75
01;05/03/2012;31;000066;REPARACION DE TRANSMISION;3750;4012,86
01;06/03/2012;31;000067;PRESUPUESTO MATERIAL ARBOL DE LEVAS;0;8162,65
01;06/03/2012;31;000068;REPARACION DE MOTOR SIN ARBOL DE LEVAS;4800;6076,77
01;06/03/2012;31;000069;REPARACION DE ALTERNADOR;87;275,25
01;08/03/2012;31;000070;PRESUPUESTO CONST. LATIGUILLO;0;29,66
01;08/03/2012;34;000049;CRISTAL DELANTERO;0;322,81
01;08/03/2012;34;000050;BOMBA HIDRAULICA;0;5387,5
02;05/03/2012;31;000066;REPARACION BOMBA HIDRAULICA;90;613,5
01;08/03/2012;31;000071;PRESUPUESTO MATERIAL ORIGINAL CATERPILLAR;0;5811,36
01;12/03/2012;31;000072;PRESUPUESTO MATERIAL ORIGINAL CATERPILLAR;0;742
01;12/03/2012;34;000051;JUNTA , SEGMENTOS, ETC;0;2081,03
01;09/03/2012;31;000073;REPARACION DE CULATA;480;3055,95
01;14/03/2012;34;000052;PISTONES, CAMISAS, CASQUILLOS, ETC...;0;7981,66
01;24/02/2012;31;000074;PRESUPUESTO MATERIAL;210;527,1
01;19/03/2012;31;000076;MATERIAL ORIGINAL CAT;0;769,35
01;20/03/2012;34;000053;TURBO INTERCAMBIO;0;3198,35
01;20/03/2012;34;000054;KIT JUNTAS Y ABONOS;0;877
01;20/03/2012;31;000077;SACAR MOTOR Y RADIADOR DE MAQUINA;0;0
01;21/03/2012;31;000078;REVISION FALLO ELECTRICO FUNDE FUSIBLE;96;0
01;21/03/2012;31;000079;PRESUPUESTO BATERIAS;0;340
01;21/03/2012;31;000080;PRESUPUESTO MATERIAL CATERPILLAR ORIGINAL;0;515,88
01;22/03/2012;31;000081;PRESUPUESTO MATERIAL ORIGINAL CATERPILLAR;0;655,96
02;20/03/2012;31;000077;REPARACION DE MOTOR EN TALLER;0;0
03;20/03/2012;31;000077;REPARACION DE RADIADOR;360;3667,5
01;22/03/2012;31;000082;PRESUPUESTO REPARACION DE TURBO;174;0
01;23/03/2012;34;000055;TUBO TURBO;0;50,29
01;23/03/2012;34;000056;RETEN Y JUNTAS;0;96,81
04;20/03/2012;31;000077;REPARACION DE BOMBA INYECTORA;950;966,37
01;20/03/2012;31;000083;SACAR MOTOR Y RADIADOR DE MAQUINA;2400;547,32
02;20/03/2012;31;000083;REPARACION DE MOTOR EN TALLER;3300;10842,37
03;20/03/2012;31;000083;REPARACION DE RADIADOREN TALLER;360;3986,3
04;20/03/2012;31;000083;REPARACION BOMBA INYECTORA;950;966,37
01;23/03/2012;34;000057;CABINA  ;0;37835,26
01;23/03/2012;31;000084;REPARACION DE MOTOR EN TALLER;2700;8097,11
01;23/03/2012;34;000058;SENSORES, BOTE EXPANSOR, ETC...;0;357,42
