NUMTAR;FECORD;NUMORD;DESTAR;CODTER;MARCA
10;15/03/2001;000087;SUSTITUCION DE TORNILLOS DE TEJA Y CAMBIO DE ACEITE REDUCTORES;55;N
11;15/03/2001;000087;REPARACION DE CABINA;55;N
12;15/03/2001;000087;REPARACION ELECTRICA;55;N
02;15/03/2001;000088;DESMONTAJE Y MONTAJE GENERAL;328;N
01;28/03/2001;000097;ACOPLACION DE ENFRIADOR DE ACEITE HIDRAULICO;48;N
01;29/03/2001;000098;REPARACION DE MOTOR DE ARRANQUE;50;N
01;29/03/2001;000099;REPARACION DE ALTERNADOR;50;N
01;27/03/2001;000100;REGULACION DE CONTROL AUTOMATICO DE PARE;1;N
01;02/04/2001;000101;REPARACION DE BOTELLA HIDRAULICA;387;N
01;30/03/2001;000102;REGLAJE DE VALVULAS;55;N
01;03/04/2001;000103;SUSTITUCION DE TUBO HIDRAULICO;7;N
01;29/03/2001;000104;REPARACION DE ALTERNADOR;50;N
01;19/03/2001;000105;REPARACION DE MOTOR;99999;N
02;19/03/2001;000105;REPARACION EN TALLER;99999;N
03;20/02/2001;000064;REVISION DE MOTOR Y SACARLO PARA REPARAR EN TALLER;828;N
01;05/04/2001;000108;SUSTITUCION DE TUBO HIDRAULICO;50;N
01;05/04/2001;000109;SUSTITUCION DE JUEGO DE JUNTAS Y MECANIZADO DE ALOJAMIENTOS DE TORNILLOS ACUMULADOR;1;N
01;06/04/2001;000110;REPARACION DE BOTELLA HIDRAULICA;126;N
01;05/04/2001;000111;REVISION DE PALA;375;N
01;06/04/2001;000112;REVISION DE CAMBIO DE MARCHA;26;N
01;09/04/2001;000113;REPARACION DE PERDIDA DE ACEITE POR VALVULA;7;N
01;09/04/2001;000114;REVISION DE VENTILADOR;310;N
01;04/04/2001;000115;REVISION DE MARTILLO EN CANTERA;150;N
02;04/04/2001;000115;REPARACION EN TALLER;150;N
01;09/04/2001;000116;REPARACION DE GRUPO;1;N
01;10/04/2001;000117;REPARACION DE BOTELLA HIDRAULICA;74;N
01;10/04/2001;000118;REPARACION DE MARTILLO;392;N
01;11/04/2001;000119;COLOCACION DE PANTALLA DE BULDOZER;7;N
01;10/04/2001;000120;REPARACION DE CAJA VALVULA EN TALLER;69;N
02;10/04/2001;000120;COLOCACION EN MAQUINA Y REGULACION;69;N
01;16/04/2001;000121;REPARACION DE BOMBA INYECTORA;7;N
01;11/04/2001;000122;REPARACION DE GRUPO DELANTERO;289;N
01;16/04/2001;000123;REVISION DE RUEDA GUIA;1;N
01;17/04/2001;000124;REVISION DE PRESIONES DE TRANSMISION;144;N
03;15/03/2001;000088;REPARACION DE MOTOR;328;N
04;15/03/2001;000088;REPARACION DE TRANSMISION;328;N
02;17/04/2001;000124;REVISION DE BOMBA EN TALLER;144;N
01;16/04/2001;000125;REVISION DE MAQUINA;808;N
02;16/04/2001;000125;REPARACION EN TALLER;808;N
05;15/03/2001;000088;REPARACION DE RADIADOR;328;N
06;15/03/2001;000088;REPARACION POLEA DE ALTERNADOR;328;N
07;15/03/2001;000088;REPARACION DE CINTAS DE FRENOS DE GIRO;328;N
08;15/03/2001;000088;REPARACION CAJA DE MANIOBRA DE PALA Y RIPPER;328;N
09;15/03/2001;000088;REVISION DE BOMBA DE GIROS;328;N
01;18/04/2001;000126;REPARACION DE BOTELLAS DE ELEVACION;0;N
01;11/04/2001;000127;SUSTITUCION DE COMPRESOR;33;N
02;11/04/2001;000127;REPARACION DE COMPRESOR;33;N
02;26/03/2001;000095;CAMBIO GENERAL DE FILTROS Y ACEITES;9;N
02;22/02/2001;000075;REPARACION EN TALLER;71;N
01;19/04/2001;000128;REPARACION DE TAPA DE FILTRO;33;N
03;30/11/1999;000366;COLOCACION DE KIT REPARACION DE ROTOR DE GIRO;289;N
01;20/04/2001;000129;REPARACION DEPERDIDA DE ACEITE;4;N
01;20/04/2001;000130;REPARACION DE VALVULA DE MARTILLO;150;N
01;23/04/2001;000131;ARRANQUE DE MAQUINA;33;N
01;23/04/2001;000132;SUSTITUCION DE TUBO DE GASOIL;33;N
01;23/04/2001;000133;REPARACION DE SALIDEROS DE LIQUIDO DE FRENOS;54;N
01;23/04/2001;000134;REVISION DE CONVERTIDOR;811;N
01;24/04/2001;000135;REPARACION DE TORNILLOS DE UNION PARTIDOS;392;N
01;19/04/2001;000136;REVISION DE CIRCUITO HIDRAULICO POR TEMPERATURA;71;N
03;17/04/2001;000124;REVISION DE TRANSMISION Y CAJA VALVULAS, BOMBA TRANSFER Y COMPRESOR;144;N
01;19/04/2001;000137;DESPLAZAMIENTO A TOMA DE PRESIONES HIDRAULICAS;55;N
02;23/04/2001;000132;SUSTITUCION DE FILTRO DE GASOIL;33;N
01;24/04/2001;000138;REPARACION DE FRENOS;29;N
01;24/04/2001;000139;REPARACION ELECTRICA;50;N
01;24/04/2001;000140;REPARACION DE LUCES DELANTEROS Y TRASERAS, AIRE ACONDICIONADO;50;N
02;24/04/2001;000140;REPARACION COMPRESOR EN TALLER;50;N
01;24/04/2001;000141;REGULACION DE PRESIONES Y SUSTITUCION DE MANDO DE VELECIDADES;390;N
01;24/04/2001;000142;REPARACION DE MARTILLO;75;N
01;23/04/2001;000143;REPARAR INSTALACION DE CLAXON Y COLOCAR UNO NUEVO;126;N
01;24/04/2001;000144;REPARAR LUCES DE FAROS DELENTEROS Y TRASEROS;50;N
01;25/04/2001;000145;REPARAR BOMBA HIDRAULICA DE DIRECCION;99999;N
03;24/04/2001;000140;SUSTITUIR BULON, CAMBIAR ACEITE Y FILTROS, MONTAR COMPRESOR AIRE;50;N
01;25/04/2001;000146;REVISAR MOTOR POR CONSUMO DE ACEITE;51;N
01;30/04/2001;000147;ARRANCAR MAQUINA Y REVISAR INYECTORES;33;N
01;30/04/2001;000148;ACOPLACION DE SOMBRERO;1;N
01;02/05/2001;000149;REVISION DE CONTROL HIDRAULICO DE CADENAS Y BRAZO DE EXCAVASION;808;N
01;02/05/2001;000150;REPARAR BOMBA DE EMBRAGUE Y LUCES;50;N
01;02/05/2001;000151;SUSTITUCION DE FILTRO DE AGUA;33;N
01;02/05/2001;000152;REPARACION DE CONDENSADOR DE AIRE ACONDICIONADO;1110;N
02;02/05/2001;000152;REPARACION EN TALLER;1110;N
03;07/03/2001;000082;REPARACION BOMBA INYECTORA;146;N
02;02/05/2001;000149;REPARACION DE BOMBAS EN TALLER;808;N
01;03/05/2001;000153;REVISION DE MAQUINA;33;N
02;03/05/2001;000153;REPARACION EN TALLER;33;N
01;03/05/2001;000154;REPARAR BOMBA HIDRAULICA;62;N
01;04/05/2001;000155;REPARACION DE MARTILLO;357;N
02;30/04/2001;000148;REGULACION DE PRESIONES DE MAQUINA A MARTILLO;1;N
01;30/04/2001;000156;REVISION DE FUGA DE ACEITE POR CILINDROS;9;N
02;02/05/2001;000151;SUSTITUCION DE TORNILLOS DE DIFERENCIAL;33;N
01;07/05/2001;000158;SUSTITUCION DE JUNTAS DE INYECTORES Y REPARAR TUBERIAS DE LOS MISMOS;33;N
02;07/05/2001;000158;SUSTITUCION DE TUBERIAS DE DESCONEXION DE FRENOS;33;N
01;07/05/2001;000159;ANULACION DE TUBO DE NIVELADOR DE PALA;4;N
02;24/04/2001;000141;REPARACION DE BOMBA INYECTORA;390;N
02;24/04/2001;000138;REPARACION DE RADIADOR;29;N
01;09/05/2001;000160;SUSTITUCION DE TUBERIA DE INYECTORES;33;N
03;24/04/2001;000138;COLOCACION DE RELOJ PRESION DE AIRE;29;N
01;10/05/2001;000161;DESMONTAR BOMBA INYECTORA, MOTOR DE ARRANQUE Y ALTERNADOR PARA REPARAR EN TALLER;146;N
02;10/05/2001;000161;REPARACION EN TALLER;146;N
01;11/05/2001;000162;QUITAR SALIDEROS DE ACEITE;26;N
02;05/04/2001;000111;REPARACION EN TALLER;375;N
01;11/05/2001;000163;REPARACION INTERRUPTOR LIMPIAPARABRISAS;50;N
01;11/05/2001;000164;SUSTITUIR JUNTA TORICA DE TUBO DE BOTELLA ELEVACION;33;N
01;11/05/2001;000165;REPARACION BOMBA HIDRAULICA LEVANTAMIENTO;275;N
01;08/05/2001;000166;REVISION HIDRAULICOS RETRO;55;N
02;08/05/2001;000166;CAMBIO DE ACEITE DE MOTOR E HIDRAULICO  Y FILTROS;55;N
01;11/05/2001;000167;REVISION DE REDUCTOR;413;N
02;11/05/2001;000167;REPARACION EN TALLER;413;N
01;14/05/2001;000168;REPARACION DE PALANCA DE CAMBIO;50;N
13;15/03/2001;000087;ACOPLAR CHAPA EN BULDOZAR PARA PROTEGER RADIADOR;55;N
14;15/03/2001;000087;REPARACION DE ESCAPE;55;N
01;02/05/2001;000169;REVISION Y REPARACION DE SISTEMA DE AIRE ACONDICIONADO;1110;N
15;15/03/2001;000087;CAMBIO DE SOPORTE DE PANTALLA BULDOZER;55;N
01;17/05/2001;000170;CAMBIO DE ACEITE MOTOR,FILTROS DE MOTOR, TRANSMISION, AIRE E HIDRAUICO;33;N
03;08/05/2001;000166;SUSTITUCION DE TUBOS ROTOS;55;N
04;08/05/2001;000166;CORTAR TEJAS DE CADENAS;55;N
05;08/05/2001;000166;REVISAR ACEITE DE REDUCTORES;55;N
06;08/05/2001;000166;REPARACION ELECTRICA;55;N
07;08/05/2001;000166;SUSTITUCION DE EMPAQUETADURAS A TENSORES DE CADENAS;55;N
01;16/05/2001;000171;DESMONTAR PORTA RODILLOS PARA SU REPARACION;7;N
01;16/05/2001;000172;COMPROBACION DE TRANSMISION Y SISTEMA ELECTRICO;76;N
01;18/05/2001;000173;REPARACION DE PISTON;275;N
01;18/05/2001;000174;ADAPTACION DE GAS R-134 ECOLOCOGICO AL SISTEMA DE AIRE ACONDICONADO;50;N
01;14/05/2001;000175;REVISION DE HIDROSTATICA;415;N
02;06/03/2001;000085;CAMBIAR CERRADURA A PUERTA DE SAMO;1;N
01;21/05/2001;000176;ARRANQUE DE MAQUINA, CORREGIR SALIDERO DE GASOIL Y HACER NIVEL DE AGUA;33;N
01;21/05/2001;000177;REPARACIONES DE MOTOR;33;N
01;22/05/2001;000178;COLOCACION DE TUBO DESCARGA DE CIRCUITO HIDRAULICO;48;N
01;22/05/2001;000179;REVISION DE FRENOS TRASEROS;29;N
01;22/05/2001;000180;REPARACION DE MARTILLO;810;N
01;23/05/2001;000181;REPARACION DE CERROJO DE CAJA VALVULA;33;N
01;22/05/2001;000182;REPARACION DE INSTALACION ELECTRICA Y ALTERNADOR;50;N
02;22/05/2001;000182;REPARACION EN TALLER;50;N
10;15/03/2001;000088;REPARACION DE PULMONES DE EMBRAGUE;328;N
11;15/03/2001;000088;REPARACION CONVERTIDOR;328;N
02;19/04/2001;000136;REPARACION EN TALLER DE CAJA PILOTO Y DISTRIBUIDOR DE RIPER;71;N
01;24/05/2001;000183;REPARAR CULATA COMPRESOR;40;N
01;25/05/2001;000184;REPARACION DE FRENOS E INSTALACION AVISADOR MARCHA ATRAS;375;N
01;24/05/2001;000185;REPARACION DE RELEX DE FRENOS;7;N
01;25/05/2001;000186;REPARACION DE COMPRESOR Y RADIADOR DE AIRE ACONDICIONADO;50;N
02;25/05/2001;000186;REPARACION EN TALLER;50;N
01;28/05/2001;000187;REPARACION DE EMBOLO DE ELEVACION;10;N
01;25/05/2001;000188;INSTALACION DE VALVULA ANTIRRETORNO;146;N
01;25/05/2001;000189;INSTALACION DE VALVULA ANTIRRETORNO;146;N
01;24/05/2001;000190;PREPARAR VEHICULO PARA PASAR ITV ;50;N
01;25/05/2001;000191;COMPROBACION CIRCUITO HIDRAULICO;75;N
01;28/05/2001;000192;COMPROBACION DE MOTOR POR TEMPERATURA;1;N
02;16/05/2001;000172;REPARACION EN TALLER DE SERVO;76;N
01;28/05/2001;000193;SUSTITUCION DE TUBOS HIDRAULICO;33;N
01;29/05/2001;000194;ACOPLACION DE INTERRUPTOR PARA REFRIGERADOR DE ACEITE;48;N
02;28/05/2001;000192;REPARACION BOMBA DE AGUA EN TALLER;1;N
08;08/05/2001;000166;CONSTRUCCION DE TUBO DE ESCAPE;55;N
01;30/05/2001;000195;REPARACION DE TUBO HIDRAULICO;33;N
01;30/05/2001;000196;DESMONTAR ALTERNADOR PARA REPARACION EN TALLER;9;N
02;30/05/2001;000196;REPARACION DE ALTERNADOR EN TALLER;9;N
01;30/05/2001;000197;DESMONTAR BOMBA INYECTORA PARA SU REPARACION;328;N
03;16/05/2001;000172;REPARACION DE MANDO DE VELOCIDADES;76;N
01;31/05/2001;000198;REPARACION DE EMBOLO DE ELEVACION;10;N
01;31/05/2001;000199;REPARACION DE AIRE Y CARGA DEL MISMO;50;N
01;01/06/2001;000200;REPARACION DE TUBO HIDRAULICO;7;N
01;13/02/2001;000201;REPARACION DE FRENOS;33;N
02;13/02/2001;000201;CAMBIAR INDICADOR DE TEMPERATURA Y DESCONECTADOR BATERIA;33;N
01;01/06/2001;000202;REPARACION DE PALANCA DE ELEVACION;4;N
02;25/05/2001;000184;REVISION DE PERDIDA DE ACEITE Y AGUA;375;N
01;01/06/2001;000203;REPARACION DE BOTELLA HIDRAULICA;328;N
01;05/06/2001;000204;SUSTITUCION DE TORNILLOS PARTIDOS DE EJE DELANTERO;33;N
01;28/05/2001;000205;REPARACION DE SISTEMA DE REFRIGERACION;146;N
01;05/06/2001;000206;REPARACION DE ALTERNADOR;146;N
02;25/05/2001;000191;REPARACION DE BOMBA HIDRAUICA EN TALLER;75;N
12;15/03/2001;000088;REPARACION ELECTRICA;328;N
01;04/06/2001;000207;REPARACION DE ACUMULADOR;387;N
01;07/06/2001;000208;REVISION DE MAQUINA;33;N
02;07/06/2001;000208;REPARACION DE EJE DELANTERO;33;N
03;07/06/2001;000208;REPARACION DE FRENOS;33;N
01;07/06/2001;000209;CAMBIO DE ACEITES , FILTROS Y LIMPIEZA DE RADIADOR;36;N
02;23/04/2001;000134;REPARACION EN TALLER;811;N
01;07/06/2001;000210;REPARACION DE INYECCION;391;N
01;08/06/2001;000211;COMPROBACION DE CIRCUITO DE REFRIGERACION;812;N
01;11/06/2001;000212;REPARACION DE VALVULA DE PEDAL DE  FRENO;50;N
04;07/06/2001;000208;REPARAR VALVULA DE DISPARO FRENO MANO;33;N
01;11/06/2001;000213;REPARACION DE TRANSMISION EN TALLER;69;N
02;07/06/2001;000209;REPARACION DE MOTOR DE ARRANQUE;36;N
01;30/05/2001;000214;REPARACION DE BOMBA HIDRAULICA;55;N
01;14/06/2001;000215;REPARACION DE MOTOR DE ARRANQUE;50;N
01;15/06/2001;000216;REPARACION DE TUBO HIDRAULICO;33;N
01;15/06/2001;000217;REPARACION DE MOTOR ARRANQUE REPUESTO;50;N
09;08/05/2001;000166;REPARACION DE INYECCION;55;N
01;18/06/2001;000218;SUSTITUCION DE TANQUE HIDRAULICO POR ROTURA;141;N
01;19/06/2001;000219;REPARACION DE MARTILLO;0;N
01;20/06/2001;000220;DESMONTAR DAMPER;7;N
01;20/06/2001;000221;REPARACION DE TUBO HIDRAULICO BOTELLA DE VOLTEO;7;N
01;19/06/2001;000222;REPRACION DE EMBOLO HIDRAULICO;813;N
01;21/06/2001;000223;REPARACION DE TUBOS DE AGUA DE CALEFACION;7;N
01;21/06/2001;000224;REPARACION DE PLUMA;387;N
02;21/06/2001;000224;COLOCACION DE KIT DE REPARACION A BOTELLAS DE ELEVACION;387;N
01;21/06/2001;000225;REPARACION DE MOTOR DE ARRANQUE;50;N
01;22/06/2001;000226;REPARACION DE MAQUINA;8;N
01;22/06/2001;000227;DESMONTAR SERVOTRANSMISION;50;N
02;22/06/2001;000227;REPARACION DE SERVOTRANSMISON EN TALLER;50;N
01;26/06/2001;000228;REPARACION DE BOTELLA;56;N
01;26/06/2001;000229;REPARACION DE TUBO HIDRAULICO DEL MARTILLO;33;N
01;26/06/2001;000230;REPARAR TUBO HIDRAULICO Y CLXON DE MAQUINA;50;N
01;25/06/2001;000231;REPARACION DE MOTOR EN CANTERA;1;N
02;25/06/2001;000231;REPARACION DE CULATA EN TALLER;1;N
01;25/06/2001;000232;ACOPLAMIENTO DE BOMBA DE DIRECCION;1;N
01;27/06/2001;000233;REPARACION DE ALTERNADOR;50;N
02;27/06/2001;000233;REPARACION EN TALLER;50;N
01;27/06/2001;000234;DESMONTAR BOTELLA HIDRAULICA;26;N
02;27/06/2001;000234;REPARACION DE BOTELLA EN TALLER;26;N
01;26/06/2001;000235;REVISION DE TRACTOR;328;N
01;28/06/2001;000236;REPARACION CUBOS REDUCTORES;328;N
01;25/06/2001;000237;REPARACION DE CARRETILLA;0;N
01;28/06/2001;000238;CORREGIR SALIDEROS DE MASTIL;308;N
01;26/06/2001;000239;CONSTRUCCION DE SOMBRERO DE MARTILLO;387;N
01;29/06/2001;000240;SOLDAR SOPORTE BOTELLA LEVANAMIENTO DE BRAZO;387;N
01;18/06/2001;000241;REPARACION DE BALANCIN;7;N
02;18/06/2001;000241;REPARACION EN TALLER;7;N
01;02/07/2001;000242;REPARACION DE BOMBAS HIDRAULICAS;62;N
02;26/06/2001;000235;REPARACION EN TALLER;328;N
01;02/07/2001;000243;SUSTITUCION DE RETEN DE CIGÜEÑAL TRASERO;54;N
02;28/06/2001;000236;REPARACION EN TALLER;328;N
01;27/06/2001;000244;REPARACION DE REDUCTOR;1;N
01;12/06/2001;000245;REVISION DE MAQUINA PARA REPARAR EN TALLER;328;N
01;12/06/2001;000246;REVISION DE CIRCUITO HIDRAULICO PARA SU REPARACION;328;N
02;28/06/2001;000238;REPARACION DE EMBOLO DE DIRECCION , CAMBIO DE FITROS Y ACEITES;308;N
01;05/07/2001;000247;REPARACION DE VARILLAJE DE VALVULA FRENO MANO;9;N
01;05/07/2001;000248;REPARACION DE MOTOR DE ARRANQUE;50;N
02;05/07/2001;000248;REPARACION MOTOR DE ARRANQUE EN TALLER;50;N
01;06/07/2001;000249;REPARACION DE TUBOS DE TIC;7;N
01;06/07/2001;000250;REPARACION DE MOTOR ARRANQUE;328;N
01;09/07/2001;000251;REPARACION TUBO METALICO DE RETRO;33;N
02;14/02/2001;000062;REPARAR EN TALLER, TRANSMISION, BOTELLA BALANCIN Y CARDAN.;817;N
02;02/07/2001;000243;REPARACION DE TRANSMISION;54;N
03;02/07/2001;000243;REPARACION DE BOMBAS DE FRENO;54;N
04;02/07/2001;000243;SUSTITUCION GENERAL DE EMPAQUETADURAS DE BOTELLAS HIDRAULICAS Y LATIGUILLOS;54;N
05;02/07/2001;000243;CAMBIO GENRAL DE FILTROS Y ACEITES;54;N
01;10/07/2001;000252;REPARACION  VALVULA  BOMBA DE ENGRASE MANUAL;7;N
01;10/07/2001;000253;REPARACION DE TUBO HIDRAULICO;4;N
01;11/07/2001;000254;DESMONTAR MANDO FINAL PARA REPARAR EN TALLER;815;N
03;22/06/2001;000227;REPARACION DE RADIADOR EN TALLER;50;N
02;19/04/2001;000137;REPARACION EN TALLER;55;N
02;24/03/2000;000119;ENCASQUILLADO DE AGUILON EN TALLER;814;N
01;12/07/2001;000255;REPARACION DE PISTON HIDRAULICO;0;N
01;12/07/2001;000256;DESMONTAR TACO HIDRAULICO PARA REPARAR EN TALLER;55;N
02;12/07/2001;000256;REPARACION DE TACO EN TALLER;55;N
01;16/07/2001;000257;COLOCACION DE ALARMA MARCHA ATRAS;9;N
02;16/07/2001;000257;REPARACION DE LUCES DE MAQUINA;9;N
01;16/07/2001;000258;COLOCACION DE ALARMA MARCHA ATRAS;9;N
02;16/07/2001;000258;REPARACION DE INSTALACION DE PITO Y REPARACION DE LUCES;9;N
03;27/06/2001;000234;REPARACION DE BOTELLA HIDRAULICA ROTURA CABEZA DE VASTAGO;26;N
04;27/06/2001;000234;REPARACION EN TALLER;26;N
03;23/04/2001;000134;REPARACION DE AIRE ACONDICIONADO;811;N
01;23/07/2001;000259;COMPROBACION DE MOTOR DE ARRANQUE;808;N
01;25/07/2001;000260;REPARACION DE CABLES GENERALES DE CONCTATOS;10;N
03;25/06/2001;000231;REPARACION DE BOMBA AGUA;1;N
01;26/07/2001;000261;REPARACION DE MOTOR;69;N
01;27/07/2001;000262;REVISION DE MARTILLO HIDRAULICO;165;N
01;30/07/2001;000263;REPARACION DE BOMBA DE TRANSMISION;7;N
01;28/06/2001;000264;REPARACION DE VIBRO;1;N
01;02/08/2001;000265;SUSTITUCION DE TUBO HIDRAULICO ROTO;48;N
02;28/06/2001;000264;CONSTRUCCION DE UTILES;1;N
01;23/07/2001;000266;REPARACION DE PEFORADORA;289;N
01;24/07/2001;000267;REVISION DE MOTOR POR FALLO DE POTENCIA;50;N
02;11/07/2001;000254;REPARACION EN TALLER;815;N
01;06/08/2001;000268;REPARACION DE EMBRAGUE;50;N
01;06/08/2001;000269;SUSTITUCION DE TUBOS HIDRAULICOS DE TI;7;N
01;08/08/2001;000270;REPARACION DE ACUMULADOR;387;N
01;09/08/2001;000271;REPARCION DE VARILLAS DE MANDOS HIDRAULICOS;50;N
01;09/08/2001;000272;ACOPLACION DE BOMBA HIDRAULICA, MONTAJE DE RADIADOR Y ENFRIADOR. REPARACION DE FUGA POR HIDROSTATICA;253;N
03;16/07/2001;000257;REPARACION Y COLOCACION DE TURBO II;9;N
01;13/08/2001;000273;SUSTITUCION DE LATIGUILLO DE FRENOS;33;N
01;13/08/2001;000274;SUSTITUCION DE LATIGUILLOS HIDRAULICOS DE TIC;7;N
01;14/08/2001;000275;REPARACION DE POLEA DE TENSOR DE CORREAS;7;N
02;14/08/2001;000275;REPARACION DE VENTILADOR Y COLOCAR CORREAS;7;N
01;08/08/2001;000276;ACOPLACION DE ENGRASE;1;N
01;09/08/2001;000277;REVISION DE CIRCUITO DE REFRIGERACION Y CARGA DEL MISMO;50;N
01;21/05/2001;000278;REPARACION DE MOTOR;33;N
01;13/08/2001;000279;REPARACION DE MOTOR HIDRAULICO DE TRASLACION;253;N
02;14/08/2001;000279;REPARACION EN TALLER;253;N
03;14/08/2001;000275;REPARACION DE COMPRESOR;7;N
01;20/08/2001;000280;SUSTITUCION DE TUBO HIDRAULICO PRINCIPAL;33;N
01;20/08/2001;000281;BUSCAR AVERIA ELECTRICA;1;N
06;02/07/2001;000243;REPARACION ELECTRICA;54;N
04;14/08/2001;000275;REPARACIN ELECTRICA;7;N
01;21/08/2001;000282;REPARACION DE SALIDERO ACEITE EN BOTELLA ELEVACION;10;N
01;21/08/2001;000283;REPARACION DETUBO HIDRAULICO DE DIRECCION;7;N
01;22/08/2001;000284;REVISION DE MOTOR HIDRAULICO Y DESMONTARLO PARA SU REPARACION EN TALLER;289;N
01;21/08/2001;000285;COLOCACION DE ARANDELAS A TUBO DE FRENOS.;7;N
05;14/08/2001;000275;REPARAR PASO DE ACEITE DE FRENOS A REDUCOTRES.;7;N
01;22/08/2001;000286;REPARACION DE TIC DE VOLTEO;33;N
01;22/08/2001;000287;REPARACION DE CULATA;50;N
02;22/08/2001;000287;REPARACION DE CULATA EN TALLER;50;N
02;22/08/2001;000284;REPARACION DE MOTOR HIDRAULICO EN TALLER;289;N
01;10/06/2001;000288;COMPROBACION DE FALTA DE POTENCIA;55;N
01;22/08/2001;000289;CORREGIR SALIDERO DE TUBO DE CAJA VALVULAS;33;N
01;23/08/2001;000290;CORREGIR SALIDERO POR BOTELLA DE DIRECCION;7;N
01;27/08/2001;000291;REPARACION DE MARTILLO;328;N
01;27/08/2001;000292;SUSTITUCION DE EJE TRASERO DE REDUCTOR DERECHO;328;N
01;28/08/2001;000294;REPARACION DE SERVOMANDO DE PALA;33;N
01;28/08/2001;000295;REPARACION DETUBOS DE CONTROL DE ENGRASE Y CONTROL DE CUCHARON;50;N
01;30/08/2001;000296;REPARACION MOZO, CAJA VALVULAS Y ESCAPE;33;N
01;30/08/2001;000297;REPARACION DE FRENOS;29;N
02;30/08/2001;000297;REPARACION DE AVISADOR DE MARCHA ATRAS Y PULSADOR DE ALTO VOLTEO;29;N
01;31/08/2001;000298;REPARACION TUBOS DE NIVELACION;7;N
02;31/08/2001;000298;CONSTRUCCION PROTECCION DE TUBOS DE NIVELADORA ;7;N
01;03/09/2001;000299;DESPLAZAMIENTO A FABRICA PARA REVISION DE HIDROSTATICA;253;N
02;03/09/2001;000299;REPARACION DE HIDROSTATICA EN TALLER;253;N
06;14/08/2001;000275;REPARAR VALVULA FRENO MANO;7;N
01;04/09/2001;000300;SUSTITUIR RETENES DE ELEMENTOS DE BOMBA INYECTORA;328;N
01;03/09/2001;000301;REPARACION DE MARTILLO;816;N
07;14/08/2001;000275;REPARACION DE OLVITROL DE DIRECCION;7;N
01;04/09/2001;000302;REPARACION DE VALVULA DE CHOQUE DE GIRO DE TORRE;26;N
01;05/09/2001;000303;ENDEREZAR Y SOLDAR SOPORTRE QUITA CIMBRE RULO SUPERIOR;7;N
01;21/05/2001;000304;REPARACION DE ARTICULACION CENTRAL.;33;N
02;21/05/2001;000304;REPARACION DE PEDAL DE FRENO;33;N
03;21/05/2001;000304;REPARACION DE PUERTAS DE CABINA;33;N
04;21/05/2001;000304;REPARACION ELECTRICA Y AIRE ACONDICIONADO;33;N
01;21/05/2001;000305;REPARACION DE BOMBA INYECTORA;33;N
01;05/09/2001;000306;REPARACION DE RUEDA  DIRECCION , CAMBIO DE RODAMIENTO;141;N
01;06/09/2001;000307;REPARACION DE MANDO FINAL Y TRANSMISION;7;N
08;14/08/2001;000275;SUSTITUCION DE RETEN DE CAJA TRANSFERENCIA;7;N
01;06/09/2001;000308;DESPLAZAMIENTO A SANLUCAR PARA REVISION DE MAQUINA;817;N
01;06/09/2001;000309;REVISION DE SALIDERO DE CARRETILLA;818;N
01;06/09/2001;000310;REPARACION DE MAQUINA;410;N
01;07/09/2001;000311;REPARACION DE MOTOR HIDRAULICO DE TRASLACION;808;N
01;07/09/2001;000312;REPARACION TANQUE HIDRAULICO Y CAJA CONTROL;808;N
02;07/09/2001;000312;REPARACION EN TALLER;808;N
01;06/09/2001;000313;REPARACION DE MARTILLO;165;N
01;07/09/2001;000314;SUSTITUCION DE JUNTAS DE TUBO DE ELEVACION;7;N
01;07/09/2001;000315;COLOCACION DE MECHERO Y MOTOR DE GIRO;1015;N
02;04/09/2001;000302;REPARACION DE VALVULA EN TALLER;26;N
02;06/09/2001;000308;COMPROBAR PRESIONES HIDRAULICAS DE BOMBA Y MOTOR;817;N
02;26/07/2001;000261;REPARACION ELECTRICA;69;N
01;11/09/2001;000316;REPARACION DE FRENOS;33;N
02;11/09/2001;000316;REPARACION RELEX DE CUADRO;33;N
01;12/09/2001;000317;QUITAR SALIDERO DE TUBO DE CAJA VALVULAS;33;N
01;12/09/2001;000318;REPARAR INSTALACION ELECTRICA DE VENTILADOR;48;N
02;06/09/2001;000307;REPARACION EN TALLER MANDO FINAL;7;N
03;06/09/2001;000308;REPARACION DE MOTOR;817;N
04;06/09/2001;000308;REPARAR CAJA VALVULAS;817;N
05;06/09/2001;000308;REPARAR TENSORES DE CADENA;817;N
04;20/02/2001;000064;REPARACION DE MOTOR EN TALLER Y MONTAJE EN MAQUINA UNA VEZ REPARADO;828;N
03;11/09/2000;000275;SEGUNDA REPARACION POR FALLOS EN PIÑONES;328;N
04;11/09/2000;000275;SEGUNDA REPARACION EN TALLER;328;N
03;06/09/2001;000307;REPARACION DE TRANSMISION EN TALLER;7;N
01;18/09/2001;000319;REPARACION DE TUBOS HIDRAULICOS DE RETRO;54;N
01;28/08/2001;000320;DESMONTAR REDUCTOR EN FABRICA PARA REPARAR EN TALLER;33;N
02;28/08/2001;000320;REPARACION EN TALLER REDUCTOR. ;33;N
01;03/09/2001;000321;COLOCACION DE TERMO AGUA SANITARIA;8;N
01;11/09/2001;000322;REVISION DE MAQUINA PARA ACOPLACION MARTILLO ;151;N
01;11/09/2001;000323;COMPROBACION DE PRESIONES HIDRAULICAS;165;N
