DOCFEC;DOCSER;DOCNUM;CODTER;DTOCAB;FORPAG;BASEBAS;IMPTBAS;RECBAS;FECORD;NUMORD;CODMAQ;FECENT;OBSERV;MARCAD;PORTES;PORFIN;RFDPP;ALBSER;ALBNUM;DESHOR;PREHOR;NUMKM;PREKM;DIETENT
16/07/2010;11;000127;1002;0;3;382,08;68,77;0;;;MHL 350;;SOLO MATERIAL. ESTE PRESUPUESTO TIENE UNA VALIDEZ DE 15 DIAS. FIRMAR Y SELLAR A LA ACEPTACION DEL MISMO. PLAZO DE ENTREGA MATERIAL 5 DIAS.;;0;0;0;;;0;0;0;0;0
19/07/2010;13;000060;1167;0;45;6151,75;1107,32;0;;;;;Plazo de entrega 6/7 dias laborables. La devolucion del importe del core se realizara una vez inspeccione Cummins el turbo usado.;;0;0;0;;;0;0;0;0;0
19/07/2010;14;000018;00;0;0;40770;7338,6;0;;;;;JEREMY
WB93R-2;;0;0;0;;;0;0;0;0;0
19/07/2010;14;000019;1165;0;52;695,98;125,28;0;;;D 65 EX-15;;VALIDEZ DEL PRESUPUESTO 15 DIAS
PLAZO DE ENTREGA DEL CONDENSADOR 1 DIA
PLAZO DE ENTREGA DEL LATIGUILLO 2 MESES;;0;0;0;;;0;0;0;0;0
20/07/2010;13;000061;1097;0;45;13536,34;2436,54;0;;;CAT 375 Nº 0201;;PLAZO DE ENTREGA 7/8 DÍAS.;;0;0;0;;;0;0;0;0;0
20/07/2010;14;000020;1164;0;0;417,64;75,18;0;;;;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 3/4 DIAS;;0;0;0;;;0;0;0;0;0
20/07/2010;14;000021;1157;0;40;2618,16;471,27;0;;;;;;;0;0;0;;;0;0;0;0;0
22/07/2010;13;000062;00;0;0;429;77,22;0;;;PW 200-7K;;A LA ACEPTACION DEL MISMO , MANDAR SELLADO , FIRMADO Y TRANSFERENCIA BANCARIA C.RURAL3187-0806-96-2352751826 (MANDAR JUSTIFICANTE) ;;0;0;0;;;1;254;0;0;15
22/07/2010;14;000022;0;0;0;3571,22;642,82;0;;;;;JUAN (EL GRADO)
PLAZO DE ENTREGA PUERTA 3/4 DIAS 
PLAZO DE ENTREGA DEL PEDAL (POR CONFIRMAR);;0;0;0;;;0;0;0;0;0
23/07/2010;14;000023;289;0;11;1890;340,2;0;;;WA 500;;VALIDEZ DEL PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 4/5 DIAS;;0;0;0;;;0;0;0;0;0
26/07/2010;14;000024;36;0;4;1174,02;211,32;0;;;;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 2/3 DIAS ;;0;0;0;;;0;0;0;0;0
26/07/2010;14;000025;36;0;4;47,55;8,56;0;;;;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 2/3 DIAS;;0;0;0;;;0;0;0;0;0
26/07/2010;14;000026;0;0;0;277,18;49,89;0;;;;;D41E-6
EL GRADO (JUAN );;0;0;0;;;0;0;0;0;0
27/07/2010;11;000128;1091;0;53;1962,69;353,28;0;;;PC 1250-7;;SOLO TIENE REPARACION UN INYECTOR POR LO QUE SE FACILITA PRECIO DE INYECTOR NUEVO;;0;0;0;;;0;0;0;0;0
28/07/2010;14;000027;1091;0;53;4726,89;850,84;0;;;D155 Nº0502;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 3/4 DIAS ;;0;0;0;;;0;0;0;0;0
28/07/2010;14;000028;1091;0;53;3780,41;680,47;0;;;D155 Nº0502;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 3/4 DIAS;;0;0;0;;;0;0;0;0;0
29/07/2010;11;000129;1091;0;53;1105,39;198,97;0;;;D155 Nº0502;;VALIDEZ DE PRESUPUESTO 15 DIAS. EN ESTOS MOMENTOS HAY EN STOCK EN MADRID. ;;0;0;0;;;0;0;0;0;0
29/07/2010;14;000029;1091;0;53;3006,69;541,2;0;;;;;plazo de entrega 1 dia
validez del presupuesto 15 dias;;0;0;0;;;0;0;0;0;0
29/07/2010;14;000030;1023;0;41;29333,84;5280,09;0;;;;;VALIDEZ DEL PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 14/16 SEMANAS
MOTOR ENTREGADO EN SUS INSTALACIONES;;0;0;0;;;0;0;0;0;0
30/07/2010;11;000130;1213;0;3;7848,51;1412,73;0;;;PW200-7K;;PRESUPUESTO DE PIEZAS , NO ESTA INCLUIDA LA MANO DE OBRA
VALIDEZ DEL PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 3/4 DIAS
LA CONSOLA DEL A/A NO TIENE DESPIECE , SE SUMINISTRA ENTERA
DESCUENTO APLICABLE AL PEDIDO COMPLETO;;0;0;0;;;0;0;0;0;0
02/08/2010;14;000031;1157;0;40;2572,22;463;0;;;;;;;0;0;0;;;0;0;0;0;0
03/08/2010;14;000032;1022;0;40;6516;1172,88;0;;;;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 3/4;;0;0;0;;;0;0;0;0;0
03/08/2010;14;000033;1187;0;0;238,5;42,93;0;;;WB93R-2;;presupuesto valido 15 dias 
plazo de entrega 2/3 dias ;;0;0;0;;;0;0;0;0;0
04/08/2010;14;000034;1179;0;46;11791,6;2122,49;0;;;;;A/A MANUEL POZO
Este presupuesto es con la maquina puesta en nuestras instalaciones. Del motor viejo habría que utilizar turbo, motor arranque, bomba de agua, etc.. para ponerlos en el bloque largo.
Garantia de 3 meses o 500 horas, lo que antes se produzca.
;;150;0;0;;;0;0;0;0;0
04/08/2010;14;000035;00;0;0;639,93;115,19;0;;;;;MOVELANA S.L. (LEOPOLDO)
VALIDEZ PRESUPUESTO 15 DIAS
PLAZO DE ENTREGA 2/3 (DIAS SALVO VENTA);;0;0;0;;;0;0;0;0;0
04/08/2010;14;000036;00;0;0;1254,81;225,87;0;;;;;HD465-2
VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 2/3 DIAS , SALVO VENTA;;0;0;0;;;0;0;0;0;0
05/08/2010;11;000131;253;0;3;1200;216;0;;;1-GRUPO ELECTROGENO;; VALIDEZ 15 DIAS. ;;0;0;0;;;2;76,44;0;0;0
05/08/2010;14;000037;1023;0;41;13150,22;2367,04;0;;;;;VALIDEZ DEL PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 4/5 DIAS , SALVO VENTA
DESCUENTO VALIDO PARA PEDIDO COMPLETO;;0;0;0;;;0;0;0;0;0
06/08/2010;14;000038;1023;0;41;6,92;1,25;0;;;;;;;0;0;0;;;0;0;0;0;0
09/08/2010;11;000132;0;0;0;279,5;50,31;0;;;WB97R-5;;LA MAQUINA ES LA DE AYAMONTE. EL RECORRIDO DEL DESPLAZAMIENTO ES DE PUNTA UMBRIA - AYAMONTE. TRANSFERENCIA BANCARIA: CAJA RURAL DEL SUR nºc.c. 3187-0806-96-2352751826. A LA ACEPTACION DE ESTE PRESUPUESTO MANDAR FIRMADO Y SELLADO JUNTO CON LA COPIA DE LA TRANSFERENCIA;;0;0;0;;;1;85;0;0;0
09/08/2010;11;000133;0;0;0;407,5;73,35;0;;;WB97R5;;LA MAQUINA ES LA DE PUNTA UMBRIA. EL DESPLAZAMIENTO ES DE MORON DE LA FRA. - PUNTA UMBRIA. TRANSFERENCIA BANCARIA: CAJA RURAL DEL SUR nºc.c. 3187-0806-96-2352751826. A LA ACEPTACION DE ESTE PRESUPUESTO MANDAR FIRMADO Y SELLADO JUNTO CON LA COPIA DE LA TRANSFERENCIA;;0;0;0;;;1;198;0;0;15
09/08/2010;14;000039;00;0;0;579,95;104,39;0;;;;;RADAMIENTOS PEREIRA - A/A DURAN 
VALIDEZ DEL PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 1/2 DIAS , SALVO VENTA;;0;0;0;;;0;0;0;0;0
09/08/2010;14;000040;1099;0;52;2668,78;480,38;0;;;;;VALIDEZ PRESUPUESTO 15 DIAS
PLAZO DE ENTREGA 2/3 DIAS , SALVO VENTA;;0;0;0;;;0;0;0;0;0
09/08/2010;14;000041;989;0;4;2119,04;381,43;0;;;WA470-3H;;VALIDEZ PRESUPUESTO 15 DIAS
PLAZO DE ENTREGA 3/4 DIAS , SALVO VENTA
DESCUENTO APLICABLE PARA PEDIDO COMPLETO;;0;0;0;;;0;0;0;0;0
09/08/2010;14;000042;00;0;0;174,05;31,33;0;;;;;HIJOS DE FELIX TRANSP.Y EXCAV. , S.L.;;0;0;0;;;0;0;0;0;0
09/08/2010;14;000043;00;0;0;90,41;16,27;0;;;;;HIJOS DE FELIX TRANSP. Y EXCAV. , S.L.;;0;0;0;;;0;0;0;0;0
10/08/2010;14;000044;1091;0;53;5161,84;929,13;0;;;D155 Nº0502;;VALIDEZ PRESUPUESTO 15 DIAS
PLAZO DE ENTREGA 2/3 DIAS , SALVO VENTA;;0;0;0;;;0;0;0;0;0
10/08/2010;11;000134;812;0;48;3036,32;546,54;0;;;PC 450 8;;ENVIAR FIRMADO Y SELLAR A LA ACEPTACION DE MISMO;;0;0;0;;;1;113;0;0;0
11/08/2010;14;000045;1162;0;0;883,55;159,04;0;;;WA320-1;;VALIDEZ PRESUPUESTO 15 DIAS
PLAZO DE ENTREGA 1/2 DIAS , SALVO VENTA;;0;0;0;;;0;0;0;0;0
13/08/2010;11;000135;00;0;0;85,24;15,34;0;;;;;;;0;0;0;;;0;0;0;0;0
13/08/2010;14;000046;0;0;0;186,47;33,56;0;;;;;;;0;0;0;;;0;0;0;0;0
17/08/2010;11;000136;837;0;45;14671,35;2640,84;0;;;CAT 769 C N5;;EN ESTE PRESUPUESTO NO ESTA INCLUIDO , BOMBA INYECTORA ,  BOMBI ALIMENTADOR , MOTOR ARRANQUE , ALTERNADOR , COMPRESOR AIRE  ;;0;0;0;;;0;0;0;0;0
17/08/2010;11;000137;1001;0;48;3008;541,44;0;;;CAT 936;;;;0;0;0;;;4;125;0;0;128
17/08/2010;11;000138;253;0;3;280;50,4;0;;;BOBCAT S130;;LA REPARACION SE REALIZARA EN NUESTRAS INSTALACIONES Y EL TRANSPORTE DE LA MAQUINA SE REALIZAR POR SUS MEDIOS.;;0;0;0;;;0;0;0;0;0
18/08/2010;13;000063;870;0;1;625,23;112,54;0;;;;;MATERIAL EN STOCK SALVO VENTA. ;;0;0;0;;;0;0;0;0;0
19/08/2010;11;000139;952;0;3;259,7;46,75;0;;;L 120 E;;PRESUPUESTO DE TACO DE GOMA PALA - PLAZO 8 DIAS;;0;0;0;;;0;0;0;0;0
19/08/2010;11;000140;1091;0;53;4123,79;742,28;0;;;D155 Nº0502;;VALIDEZ PRESUPUESTO 15 DIAS PLAZO DE ENTREGA 8 A 10 DIAS LABORABLES;;0;0;0;;;0;0;0;0;0
23/08/2010;11;000141;1091;0;53;1286,92;231,65;0;;;A40D Nº 0433;;PRESUPUESTO DE MATERIAL PARA LA REPARACION DE CAJA DE TRANSFERENCIA - PRESUPUESTO NO CERRADO - PLAZO ENTREGA MATERIAL 8-9 DIAS - VALIDEZ PRESUPUESTO 15 DIAS
;;0;0;0;;;0;0;0;0;0
23/08/2010;14;000047;1091;0;53;213,38;38,41;0;;;WA500-3 Nº 329;;Presupuesto solicitado por Javier Carmona. Plazo de entrega 2-3 días.;;0;0;0;;;0;0;0;0;0
24/08/2010;13;000064;1152;0;52;1374,3;247,37;0;;;;;UTE VILLARRASA. PLAZO DE ENTREGA 24 HORAS.;;0;0;0;;;0;0;0;0;0
24/08/2010;11;000142;932;0;45;563,14;101,37;0;;;DP 40;;PRESUPUESTO DE REPARACION DE FRENOS EN SUS INSTALACIONES - PRESUPUESTO NO CERRADO - VALIDEZ 15 DIAS;;0;0;0;;;2;85;0;0;0
24/08/2010;11;000143;932;0;45;1286,3;231,53;0;;;DP 40;;PRESUPUESTO DE SUSTITUCION DEL RETEN DEL CONVERTIDOR EN SUS INSTALACIONES - PRESUPUESTO NO CERRADO - VALIDEZ 15 DIAS;;0;0;0;;;2;85;0;0;32
20/08/2010;11;000144;344;0;45;2320,03;417,61;0;;;WA 480;;;;0;0;0;;;0;0;0;0;0
25/08/2010;13;000065;1091;0;53;29569,48;5322,51;0;;;PC-750;;Descuento aproximado.;;0;0;0;;;0;0;0;0;0
25/08/2010;13;000066;1091;0;53;1823,89;328,3;0;;;PC 1100 Nº 0207;;Plazo de entrega 48/72 horas;;0;0;0;;;0;0;0;0;0
25/08/2010;13;000067;1091;0;53;938,67;168,96;0;;;;;Plazo de entrega 4/5 días.;;0;0;0;;;0;0;0;0;0
25/08/2010;13;000068;344;0;45;58,69;10,56;0;;;WA470-3H IS;;Plazo de entrega 2 días. ;;10;0;0;;;0;0;0;0;0
27/08/2010;14;000048;1162;0;0;188,55;33,94;0;;;PC350NLC-8;;PLAZO DE ENTREGA 24 HORAS;;0;0;0;;;0;0;0;0;0
30/08/2010;14;000049;1091;0;53;1527,66;274,98;0;;;PC-750;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 1 DIA;;0;0;0;;;0;0;0;0;0
31/08/2010;14;000050;1077;0;47;365,21;65,74;0;;;SE 280LC2;;VALIDEZ DEL PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 3/4 DIAS , SALVO VENTA;;0;0;0;;;0;0;0;0;0
31/08/2010;14;000051;1091;0;53;333,1;59,96;0;;;;;VALIDEZ DEL PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 1/2 DIAS , SALVO VENTA;;0;0;0;;;0;0;0;0;0
31/08/2010;11;000145;1167;0;45;16954,89;3051,88;0;;;QSK19;;PLAZO DE ENTREGA 3/4 DIAS;;0;0;0;;;0;0;0;0;0
31/08/2010;14;000052;825;0;53;315,51;56,79;0;;;;;VALIDEZ DEL PRESUPUESTO 15 DIAS
PLAZO DE ENTREGA 1/2 DIAS;;0;0;0;;;0;0;0;0;0
31/08/2010;14;000053;825;0;53;556,99;100,26;0;;;;;VALIDEZ DEL PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 1/2 DIAS;;0;0;0;;;0;0;0;0;0
01/09/2010;14;000054;1091;0;53;2775,22;499,54;0;;;;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 1 DIA , SALVO VENTA ;;0;0;0;;;0;0;0;0;0
01/09/2010;14;000055;00;0;0;162,29;29,21;0;;;;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 2/3 DIAS , SALVO VENTA;;0;0;0;;;0;0;0;0;0
01/09/2010;14;000056;825;0;53;575,8;103,64;0;;;;;VALIDEZ DEL PRESUPIESTO 15 DIAS 
PLAZO DE ENTREGA 1/2 DIAS , SALVO VENTA;;0;0;0;;;0;0;0;0;0
01/09/2010;14;000057;00;0;0;295,55;53,2;0;;;;;VALIDEZ DEL PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 1 DIA , SALVO VENTA;;0;0;0;;;0;0;0;0;0
01/09/2010;14;000058;1187;0;0;104;18,72;0;;;;;
VALIDEZ DEL PRESUPUESTO 15 DIAS
PLAZO DE ENTREGA 1/2 DIA;;0;0;0;;;0;0;0;0;0
02/09/2010;14;000059;1164;0;0;297,42;53,54;0;;;;;VALIDEZ DEL PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 1 DIA , SALVO VENTA ;;0;0;0;;;0;0;0;0;0
02/09/2010;11;000146;253;0;3;117,93;21,23;0;;;BOBCAT S130;;PRESUPUESTO S/REF 42256 SSG - VALIDEZ PRESUPUESTO 15 DIAS / PLAZO DE ENTREGA 3-4 DIAS. LAS MANGUERAS SE PRESUPUESTA EL PRECIO POR METRO, A LA ESPERA DE CONOCER LAS DIMENSIONES NECESARIAS.;;0;0;0;;;0;0;0;0;0
03/09/2010;14;000060;1091;0;53;37910,27;6823,85;0;;;D155 Nº0502;;;;0;0;0;;;0;0;0;0;0
06/09/2010;11;000147;344;0;45;2403,35;432,6;0;;;WA 480 Nº 2;;;;0;0;0;;;0;0;0;0;0
02/09/2010;11;000148;932;0;45;1242,5;223,65;0;;;IT 28 CAT;;;;0;0;0;;;1;85;0;0;0
07/09/2010;11;000149;1091;0;53;43480,5;7826,49;0;;;D155 Nº0502;;ESTE PRESUPUESTO TIENE UNA VALIDEZ DE 15 DIAS. EN EL IMPORTE DEL MOTOR, NO INCLUYE EL TRANSPORTE DEL MOTOR NI DE EL NUEVO REMAN A  LAS INSTALACIONES  NI EL QUE SE TIENE QUE MANDAR EN CASO DE COMPRA. PLAZO DE ENTREGA 5 DIAS APROX. ;;0;0;0;;;0;0;0;0;0
07/09/2010;11;000150;1091;0;53;3484;627,12;0;;;D155 Nº0502;;PRESUPUESTO COMPROBACION AVERIA DE MOTOR, SACAR EL MOTOR, Y DESPIECE DEL MISMO PARA VERIFICAR AVERIA. PRESUPUESTO NO CERRADO. VALIDEZ 15 DIAS.;;0;0;0;;;0;0;5;180;64
07/09/2010;11;000151;1091;0;53;26729,68;4811,34;0;;;D155 Nº0502;;LA UTILIZACION DE UN  CIGÜEÑAL RECTIFICADO Y  EL MONTAJE DE PISTONES USADOS, SUPONE UN  RIESGO POR LOS DAÑOS QUE PUEDEN PROVOCAR. NO NOS HACEMOS  RESPONSABLES SOBRE ESTOS POSIBLES DAÑOS. VALIDEZ DEL PRESUPUESTO 15 DIAS.;;0;0;0;;;0;0;0;0;0
09/09/2010;14;000061;1091;0;53;6218,62;1119,35;0;;;PC 1250-SP8;;VALIDEZ PRESUPUESTO 15 DIAS
plazo de entrega 2/3 dias ,salvo la ref. 21N-70-32550  que he cosultado disponibilidad;;0;0;0;;;0;0;0;0;0
09/09/2010;14;000062;1091;0;53;249,66;44,94;0;;;;;PLAZO DE ENTREGA 2 DIAS , SALVO VENTA
VALIDEZ PRESUPUESTO 15 DIAS ;;0;0;0;;;0;0;0;0;0
09/09/2010;14;000063;1091;0;53;2016,75;363,02;0;;;PC 1250-SP8;;VALIDEZ PRESUPUESTO 15 DIAS
PLAZO DE ENTREGA 4/5 DIAS , SALVO VENTA;;0;0;0;;;0;0;0;0;0
09/09/2010;14;000064;1091;0;53;794,54;143,02;0;;;D155 Nº0502;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 1 DIA;;0;0;0;;;0;0;0;0;0
10/09/2010;14;000065;1091;0;53;2006,84;361,23;0;;;PC 1250-SP8;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 1 MES;;0;0;0;;;0;0;0;0;0
10/09/2010;14;000066;0;0;0;732,52;131,85;0;;;;;PC210LC-6K
VALIDEZ DEL PRESUPUESTO 15 DIAS
PLAZO DE ENTREGA 1 DIA , SALVO VENTA;;0;0;0;;;0;0;0;0;0
10/09/2010;11;000152;1091;0;53;5000;900;0;;;PC 1100 Nº 0207;;DISPONIBILIDAD: BRUSELAS. POR TRANSPORTES URGENTE ESTARIA EN MORON DE LA FRONTERA EL LUNES. GARANTIA 12 MESES O 1000 HORAS  ;;0;0;0;;;0;0;0;0;0
10/09/2010;14;000067;0;0;0;426,66;76,8;0;;;;;PC30MR-2
VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 2/3 DIAS;;0;0;0;;;0;0;0;0;0
13/09/2010;14;000068;1091;0;53;750,24;135,04;0;;;PC 1100 Nº 0207;;VALIDEZ PRESUPUESTO 15 DIAS
PLAZO DE ENTREGA 1 DIA;;0;0;0;;;0;0;0;0;0
13/09/2010;14;000069;1091;0;53;1508,7;271,57;0;;;PC 1100 Nº 0215;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO E ENTREGA 1 DIA;;0;0;0;;;0;0;0;0;0
13/09/2010;14;000070;0;0;0;687,88;123,82;0;;;;;EXCAV.FERNANDO JAVIER OJUEZ
VALIDEZ PRESUPUESTO 15 DIAS ;;0;0;0;;;0;0;0;0;0
13/09/2010;14;000071;1114;0;48;432,35;77,82;0;;;WA380-3H;;VALIDEZ DEL PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 2 DIAS ;;0;0;0;;;0;0;0;0;0
13/09/2010;11;000153;1;0;11;7180,83;1292,55;0;;;DUMPER A-35;;PLAZO DE ENTREGA DEL MATERIAL 1 SEMANA ACEPTACION DEL PRESUPUESTO;;0;0;0;;;0;0;0;0;0
14/09/2010;14;000072;1115;0;48;27,52;4,95;0;;;PC340NLC-6K;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 1 DIA;;0;0;0;;;0;0;0;0;0
14/09/2010;14;000073;0;0;0;6895,75;1241,24;0;;;;;NºMOTOR 34922609;;0;0;0;;;0;0;0;0;0
15/09/2010;13;000069;1167;0;45;725,63;130,61;0;;;;;;;0;0;0;;;0;0;0;0;0
15/09/2010;13;000070;1167;0;45;168,14;30,27;0;;;;;;;0;0;0;;;0;0;0;0;0
15/09/2010;11;000154;952;0;3;23898,89;4301,8;0;;;L 120 E;;NO ESTA INCLUIDO SISTEMA INYECCION (BOMBA E INYECTORES) TURBO , RECTIFICADOS DE MOTOR, MOTOR ARRANQUE, ALTERNADOR, MANDAR SELLADO Y FIRMADO ACEPTACION DEL MISMO;;440;0;0;;;0;0;0;0;0
15/09/2010;14;000074;1022;0;40;2897,2;521,5;0;;;;;MOTOR 68029030;;0;0;0;;;0;0;0;0;0
20/09/2010;14;000075;0;0;0;526,9;94,84;0;;;;;PW180-7;;0;0;0;;;0;0;0;0;0
22/09/2010;14;000076;1023;0;41;4671,47;840,86;0;;;;;Nº MOTOR 23203261
PLAZO DE ENTREGA 2/3 DIAS;;0;0;0;;;0;0;0;0;0
22/09/2010;13;000071;825;0;53;2056,84;370,23;0;;;L180E;;;;0;0;0;;;0;0;0;0;0
22/09/2010;13;000072;825;0;53;2367,1;426,08;0;;;ROBEX450LC-7A;;;;0;0;0;;;0;0;0;0;0
22/09/2010;14;000077;344;0;45;6340,38;1141,27;0;;;WA470-3H IS;;ESTE PRESUPUESTO ES APROXIMADO EN LA MANO DE OBRA DEPENDIENDO DEL ESTADO DE LA ARTICULACION. LA REPARACION SE REALIZARIA EN NUESTRAS INSTALACIONES.VALIDEZ DEL PRESUPUESTO 15 DIAS 
;;0;0;0;;;0;0;0;0;0
23/09/2010;14;000078;1097;0;45;419,82;75,57;0;;;HD 465-5 Nº0405;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 1 DIA , SALVO VENTA;;0;0;0;;;0;0;0;0;0
23/09/2010;14;000079;1097;0;45;565,18;101,73;0;;;HD 465-5 Nº0405;;VALIDEZ PRESUPUESTO 15 DIAS
PLAZO DE ENTREGA BRUSELAS , SALVO VENTA;;0;0;0;;;0;0;0;0;0
23/09/2010;14;000080;1119;0;41;247,59;44,57;0;;;PC 350NLC-8;;VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 1 DIA , SALVO VENTA;;0;0;0;;;0;0;0;0;0
24/09/2010;13;000073;825;0;53;1250;225;0;;;ROBEX450LC-7A;;;;0;0;0;;;0;0;0;0;0
24/09/2010;14;000081;00;0;0;2250;405;0;;;;;JUAN MANUEL ANTUNEZ RODRIGUEZ
WB93R-2
VALIDEZ PRESUPUESTO 15 DIAS
PLAZO DE ENTREGA 2/3 DIAS;;0;0;0;;;0;0;0;0;0
24/09/2010;14;000082;1051;0;3;2937,86;528,81;0;;;;;Nº MOTOR 26297920
VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 3/4 DIAS 
MANO DE OBRA NO INCLUIDA;;0;0;0;;;0;0;0;0;0
27/09/2010;11;000155;1115;0;48;10824,31;1948,38;0;;;VOLVO A25 (1);;La grua debe ser facilitada por Verinsur debiendo estar a nuestra disposicion cuando sea necesaria, Posibles incidencias ajenas a Talleres Dafer supondrian la modificacion de este presupuesto. El enfriador no es necesario sustituirlo a no ser que se halla producido una contaminacion excesiva.
Plazo de entrega 5/6 días desde pedido, salvo venta.
Garantia 3 meses;;0;0;0;;;4;260;0;0;128
28/09/2010;11;000156;837;0;45;6526;1174,68;0;;;BM 4600;;MATERIAL USADO EL MANDO FINAL Y PALIER ORIGINAL NUEVO, PLAZO DE ENTREGA 10 DIAS ACEPTACION DEL PRESUPUESTO;;0;0;0;;;0;0;0;0;0
28/09/2010;11;000157;837;0;45;7760,89;1396,96;0;;;BM 4600;; PLAZO DE ENTREGA 10 DIAS ACEPTACION DEL PRESUPUESTO;;0;0;0;;;0;0;0;0;0
28/09/2010;14;000083;1023;0;41;963,14;173,37;0;;;;;Nº MOTOR 21104144;;0;0;0;;;0;0;0;0;0
28/09/2010;14;000084;00;0;0;1023,88;184,3;0;;;;;HIDRAULICA AGUILAR
PLAZO DE ENTREGA FABRICA (1 SEMANA);;0;0;0;;;0;0;0;0;0
28/09/2010;11;000158;845;0;11;636,04;114,49;0;;;HD 250 NLC-3;;PLAZO DE ENTREGA DEL MATERIAL 15 DIAS ACEPTACION, VALIDEZ DEL PRESUPUESTO 10 DIAS SALVO VENTA , MANDAR FIRMADO Y SELLADO;;0;0;0;;;0;0;0;0;0
28/09/2010;14;000085;0;0;0;346,27;62,33;0;;;;;PEDRO
VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 2 DIAS ;;0;0;0;;;0;0;0;0;0
29/09/2010;11;000159;1051;0;3;12820;2307,6;0;;;;;PLAZO DE ENTREGA 14 DIAS, MANDAR FIRMADO , SELLADO A LA ACEPTACION DEL MISMO;;0;0;0;;;32;26;1300;0,36;720
29/09/2010;13;000074;1110;0;45;636;114,48;0;;;WA 500-3H;;PLAZO DE ENTREGA INMEDIATO. PORTES PAGADOS.;;0;0;0;;;0;0;0;0;0
29/09/2010;11;000160;845;0;11;5700,25;1026,05;0;;;HD 250 NLC-3;;FACILITAMOS ESTE PRESUPUESTO DEBIDO A QUE  EJE, ENGRANES, MOTOR HIDRAULICO NO SE ENCUENTRAN EN BUENAS CONDICIONES. PLAZO DE ENTREGA 5 DIAS HABILES ;;0;0;0;;;0;0;0;0;0
29/09/2010;14;000086;0;0;0;963,65;173,46;0;;;;;Nº MOTOR 21651080;;0;0;0;;;0;0;0;0;0
30/09/2010;14;000087;0;0;0;546,27;98,33;0;;;;;CASE IH MX 135
VALIDEZ DEL PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 2 DIAS ,SALVO VENTA ;;0;0;0;;;0;0;0;0;0
30/09/2010;14;000088;00;0;0;53,56;9,64;0;;;;;WA430;;0;0;0;;;0;0;0;0;0
30/09/2010;14;000089;1023;0;41;2672,32;481,02;0;;;;;Nº MOTOR 21128350;;0;0;0;;;0;0;0;0;0
04/10/2010;14;000090;00;0;0;492,68;88,68;0;;;;;DERRIBOS SEVILLA
PW200-7K
PLAZO DE ENTREGA MADRID;;0;0;0;;;0;0;0;0;0
04/10/2010;14;000091;00;0;0;580,37;104,47;0;;;;;WB93R-2
MIGUEL ANGEL JIMENEZ
VALIDEZ DEL PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 1/2 DIAS , SALVO VENTA ;;0;0;0;;;0;0;0;0;0
05/10/2010;14;000092;0;0;0;1571,62;282,89;0;;;;;WB97S-2
VALIDEZ PRESUPUESTO 15 DIAS 
PLAZO DE ENTREGA 2/3 DIAS ;;0;0;0;;;0;0;0;0;0
05/10/2010;14;000093;0;0;0;960,6;172,91;0;;;;;WA430-6;;0;0;0;;;0;0;0;0;0
06/10/2010;14;000094;0;0;0;957,8;172,4;0;;;;;WA430-6
VALIDEZ DEL PRESUPUESTO 15 DIAS
PLAZO DE ENTREGA 3/4 DIAS SALVO VENTA;;0;0;0;;;0;0;0;0;0
06/10/2010;14;000095;00;0;0;71,84;12,93;0;;;;;SEGURA E INOXIDABLES DEL SUR
